Rarity,Name,Description
Rare,"Arcane Execution","Requires  Execute (Rank 1)  Teaches you: Arcane Execution    Arcane Execution 15 Rage Attempt to finish off a wounded foe, causing 65% of 65 Spellstrike damage and converting each extra point of rage into 65% of 2 additional Spellstrike damage (up to a maximum cost of 30 rage). Only usable on enemies that have less than 20% health.  This uses Execute modifiers."
Rare,"Arcane Finish","Requires  Eviscerate (Rank 1)  Teaches you: Arcane Finish    Arcane Finish 35 Energy Finishing move that causes Spellstrike damage per combo point:     1 point  : 5-7 Spellstrike damage     2 points: 9-11 Spellstrike damage     3 points: 14-16 Spellstrike damage     4 points: 19-21 Spellstrike damage     5 points: 24-26 Spellstrike damage    This uses Eviscerate modifiers."
Rare,"Arcane Slam","Requires  Slam (Rank 1)  Teaches you: Arcane Slam    Arcane Slam 15 Rage 1.5 sec cast Slams the opponent with arcane force, causing 65% weapon damage plus 6 Spellstrike damage.    This uses Slam modifiers."
Rare,"Arcane Slash","Requires  Heroic Strike (Rank 1)  Teaches you: Arcane Slash    Arcane Slash 15 Rage A strong attack that increases melee damage by 11 as Spellstrike damage and causes a high amount of threat.    This uses Heroic Strike modifiers."
Rare,"Arcane Swipe (Bear)","Requires  Swipe (Bear) (Rank 1)  This uses Swipe (Bear) modifiers.  Teaches you: Arcane Swipe (Bear)    Arcane Swipe (Bear) 8 yd range 20 Rage Swipe nearby enemies, inflicting 12 Spellstrike damage plus 1 Spellstrike damage.  This uses Swipe modifiers."
Rare,"Arcane Swipe (Cat)","Requires  Swipe  Teaches you: Arcane Swipe (Cat)    Arcane Swipe (Cat) 50 Energy Swipe nearby enemies, inflicting 90% weapon damage as Spellstrike.  This uses Swipe modifiers."
Rare,"Arcanist's Explosion","Requires  Arcane Explosion (Rank 1)  Teaches you: Arcanist's Explosion    Arcanist's Explosion 17 Mana 2 sec cast Causes an explosion of arcane magic around the caster, causing 68 Arcane damage to all targets within 15 yards.    This uses Arcane Explosion modifiers."
Rare,"Arctis","Requires  Pyroblast (Rank 1)  Teaches you: Arctis    Arctis 30 yd range 0 sec cooldown 16 Mana 5 sec cast Unleash frostfire that deals 110 Frostfire damage and an additional 41 Frostfire damage over 12 seconds.    This uses Pyroblast modifiers."
Rare,"Arrows of Fire","Teaches you: Arrows of Fire    Arrows of Fire 4 Mana Your ranged attacks also fire Arrows of Fire and consume 2% of your maximum mana.    Arrows of Fire Deals 4 Fire damage every second for 5 sec. Stacks up to 5."
Rare,"Arrows of Frost","Teaches you: Arrows of Frost    Arrows of Frost 4 Mana Your ranged attacks now shoot Arrows of Frost and consume 2% of your maximum mana.    Arrows of Frost Deals 6 Frost damage and slows enemy movement speed by 6%. Stacks up to 5 and lasts 4 sec."
Rare,"Astral Flare","Requires  Starfire (Rank 1)  Teaches you: Astral Flare    Astral Flare 30 yd range 10 Mana 2.2 sec cast Deals 90 to 110 Spellfire damage to the target.    This uses Starfire modifiers."
Rare,"Astral Plasma","Requires  Starsurge (Rank 1)  Teaches you: Astral Plasma    Astral Plasma 30 yd range 10 sec cooldown 5 Mana 1.5 sec cast Deals 147 to 177 Spellfire damage to the target.    This uses Starsurge modifiers."
Rare,"Astral Storm","Requires  Thunderstorm (Rank 1)  Teaches you: Astral Storm    Astral Storm 20 yd range 30 sec cooldown 60 Mana 2 sec cast You call down spiritual ancestors, dealing 438 to 500 Spellstorm damage to the target. Castable while moving.    This uses Thunderstorm modifiers."
Rare,"Atal'ai Totem","Requires  Searing Totem (Rank 1)  Teaches you: Atal'ai Totem    Atal'ai Totem 5 Mana Summons an Atal'ai Totem with 5 health at your feet for 1.25 min that repeatedly attacks an enemy within 20 yards, dealing 11 to 14 Nature damage.    This ability is usable while shapeshifted.  This uses Searing Totem modifiers and benefits from the Call of Flame talent."
Rare,"Battle Charge","Requires  Charge (Rank 1)  Teaches you: Battle Charge    Battle Charge 25 yd range 20 sec cooldown Battle charge the enemy, dealing 70% weapon damage and generating 9 rage.    This ability is usable while shapeshifted.    This uses Charge modifiers. Usable in melee range."
Rare,"Beacon of Shadow","Teaches you: Beacon of Shadow    Beacon of Shadow 60 yd range 28 Mana Requires  Path of Healing  Dealing damage with Mind Flay or healing another target with Shadow Mend now triggers a 211 heal on your Beacon of Shadow ally.    Only one target can be the Beacon of Shadow at a time. Cannot be cast on self. Lasts 30 min."
Rare,"Beacon of Virtue","Teaches you: Beacon of Virtue    Beacon of Virtue 40 yd range 40 sec cooldown 17 Mana Applies Beacon of Virtue to your target and 4 injured allies within 60 yds for 10 sec.    While active, your Holy heals with a cast time will also heal those affected by your Beacon of Virtue for 25% of the original amount    This has reduced global cooldown."
Rare,"Beam of Hatred","Teaches you: Beam of Hatred    Beam of Hatred 30 yd range 1 min cooldown 16 Mana Deals 36 Shadowflame damage every 0.5 sec over 5 sec.    Casting Soul Fire reduces its cooldown by 2 second."
Rare,"Big Game Shot","Requires  Aimed Shot (Rank 1)  This uses Aimed Shot modifiers.  Teaches you: Big Game Shot    Big Game Shot 35 yd range 20 sec cooldown 6 Mana 2.5 sec cast Fires an opening shot dealing 263% weapon damage plus 2. Only usable on enemies above 80% health.    Big Game Shot increases the damage of your next Hunter Trap by 100%.    Scales with Aimed Shot modifiers."
Rare,"Black Widow Strike","Requires  Black Arrow (Rank 1)  Teaches you: Black Widow Strike    Black Widow Strike 30 sec cooldown 6 Mana A poisonous strike dealing 39 Physical damage and an additional 7 Plague damage every 3 seconds for 15 sec.     This uses Black Arrow modifiers."
Rare,"Blades of Flame","Requires  Bladestorm  Teaches you: Blades of Flame    Blades of Flame 1.5 min cooldown 25 Rage Instantly Whirlwind up to 4 nearby targets for 65% weapon damage as Firestrike and for the next 6 sec you will perform a whirlwind attack every 1 sec. While under the effects of Blades of Flame, you can move but cannot perform any other abilities and you cannot be stopped unless disarmed or killed.  This uses Bladestorm modifiers."
Rare,"Blades of Frost","Requires  Bladestorm  Teaches you: Blades of Frost    Blades of Frost 1.5 min cooldown 25 Rage Instantly Whirlwind up to 4 nearby targets for 65% weapon damage as Froststrike and for the next 6 sec you will perform a whirlwind attack every 1 sec. While under the effects of Blades of Frost, you can move but cannot perform any other abilities and you cannot be stopped unless disarmed or killed.  This uses Bladestorm modifiers."
Rare,"Blades of Light","Requires  Bladestorm  Teaches you: Blades of Light    Blades of Light 1.5 min cooldown 25 Rage Instantly Whirlwind up to 4 nearby targets for 65% weapon damage as Holystrike and for the next 6 sec you will perform a whirlwind attack every 1 sec. While under the effects of Blades of Light, you can move but cannot perform any other abilities and you cannot be stopped unless disarmed or killed.  This uses Bladestorm modifiers."
Rare,"Blades of Lightning","Requires  Bladestorm  Teaches you: Blades of Lightning    Blades of Lightning 1.5 min cooldown 25 Rage Instantly Whirlwind up to 4 nearby targets for 65% weapon damage as Stormstrike and for the next 6 sec you will perform a whirlwind attack every 1 sec. While under the effects of Blades of Lightning, you can move but cannot perform any other abilities and you cannot be stopped unless disarmed or killed.  This uses Bladestorm modifiers."
Rare,"Blades of Magic","Requires  Bladestorm  Teaches you: Blades of Magic    Blades of Magic 1.5 min cooldown 25 Rage Instantly Whirlwind up to 4 nearby targets for 65% weapon damage as Spellstrike and for the next 6 sec you will perform a whirlwind attack every 1 sec. While under the effects of Blades of Magic, you can move but cannot perform any other abilities and you cannot be stopped unless disarmed or killed.  This uses Bladestorm modifiers."
Rare,"Blades of Shadow","Requires  Bladestorm  Teaches you: Blades of Shadow    Blades of Shadow 1.5 min cooldown 25 Rage Instantly Whirlwind up to 4 nearby targets for 65% weapon damage as Shadowstrike and for the next 6 sec you will perform a whirlwind attack every 1 sec. While under the effects of Blades of Shadow, you can move but cannot perform any other abilities and you cannot be stopped unless disarmed or killed.  This uses Bladestorm modifiers."
Rare,"Blazing Barrier","Teaches you: Blazing Barrier    Blazing Barrier 40 sec cooldown 12 Mana Instantly shields you, absorbing 347 damage and making you immune to pushback. Lasts 20 sec. If the shield breaks, a Blast Nova slows enemies for 3 sec."
Rare,"Blazing Bloodstrike","Requires  Blood Strike (Rank 1)  Teaches you: Blazing Bloodstrike    Blazing Bloodstrike Instantly strike the enemy, causing 25% weapon damage as Firestrike plus 8, total damage increased by 12.5% for each of your diseases on the target.  This uses Blood Strike modifiers."
Rare,"Blazing Finish","Requires  Eviscerate (Rank 1)  Teaches you: Blazing Finish    Blazing Finish 35 Energy Finishing move that causes Firestrike damage per combo point:     1 point  : 5-7 Firestrike damage     2 points: 9-11 Firestrike damage     3 points: 14-16 Firestrike damage     4 points: 19-21 Firestrike damage     5 points: 24-26 Firestrike damage    This uses Eviscerate modifiers."
Rare,"Blazing Multi-Shot","Requires  Multi-Shot (Rank 1)  Teaches you: Blazing Multi-Shot    Blazing Multi-Shot 35 yd range 10 sec cooldown 7 Mana Fires several missiles, hitting 3 targets for 65% weapon damage as Firestrike.  This uses Multi-Shot modifiers."
Rare,"Blazing Shield Slam","Requires  Shield Slam (Rank 1)  Teaches you: Blazing Shield Slam    Blazing Shield Slam 6 sec cooldown 20 Rage Slam the target with your shield, causing 191 to 199 Firestrike damage, modified by your shield block value, and dispels 1 magic effect on the target. Causes a high amount of threat.  This uses Shield Slam modifiers."
Rare,"Blind Revenge","Requires  Revenge (Rank 1)  Teaches you: Blind Revenge    Blind Revenge 5 sec cooldown 30 Rage A finishing move that deals damage to the target and two additional enemies.        1 point  : 11-17 damage     2 points: 20-26 damage     3 points: 28-34 damage     4 points: 36-42 damage     5 points: 44-50 damage    This uses Revenge modifiers."
Rare,"Blood Arrow","Requires  Drain Life (Rank 1)  Teaches you: Blood Arrow    Blood Arrow 30 yd range 4 sec cooldown 13 Mana A magical attack that deals 100% ranged weapon damage as Shadow and deals 10 damage every 1 sec and heals you for 10% of the damage for 5 sec.    This uses Drain Life modifiers."
Rare,"Bloom","Teaches you: Bloom    Bloom 40 yd range 5 sec cooldown Heals all allies within 40 yards affected by your Seed of Life, consuming Seed of Life in the process."
Rare,"Blooming Shot","Requires  Arcane Shot (Rank 1)  Teaches you: Blooming Shot    Blooming Shot 30 yd range 9 Mana Launches a blooming shot that deals 10 Spellstorm damage to enemies, heals 5 allies for 9.    Requires 20 sec seconds to fully bloom another shot after firing, which increases its healing and damage by 400% and reduces its mana cost by 40%. Casting Hunter Shot reduces this time by 4 sec.     This uses Arcane Shot modifiers."
Rare,"Blurred Blade","Requires  Slice and Dice (Rank 1)  This uses Slice and Dice modifiers.  Teaches you: Blurred Blade    Blurred Blade 100 yd range 25 Energy Requires  Duelist's Glove  A Duelist's Glove is an off-hand item that enables Swashbuckling. It is granted whenever you learn a talent or ability that requires it. Requires a one-handed weapon and does not work while shapeshifted.    While active, your parries cause an immediate follow-up attack.    Finishing move that increases melee attack speed by 10% and decreases all damage taken by 4%. Lasts longer per combo point:     1 point  : 9 seconds     2 points: 12 seconds     3 points: 15 seconds     4 points: 18 seconds     5 points: 21 seconds    Uses Slice and Dice modifiers."
Rare,"Boltripper","Requires  Rip (Rank 1)  Teaches you: Boltripper    Boltripper 30 Energy Finishing move that causes Stormstrike damage over time.  Damage increases per combo point:     1 point  : 16 Stormstrike damage over 12 sec     2 points: 26 Stormstrike damage over 12 sec     3 points: 36 Stormstrike damage over 12 sec     4 points: 46 Stormstrike damage over 12 sec     5 points: 56 Stormstrike damage over 12 sec    This uses Rip modifiers."
Rare,"Boltsinger Shot","Requires  Kill Shot (Rank 1)  Teaches you: Boltsinger Shot    Boltsinger Shot 45 yd range 10 sec cooldown 5 Mana You attempt to finish the wounded target off, firing a ranged attack dealing 150% weapon damage plus 48 Stormstrike damage. Boltsinger Shot can only be used on enemies that have 20% or less health.  This uses Kill Shot modifiers."
Rare,"Bone Arrow","Teaches you: Bone Arrow    Bone Arrow 35 yd range 5 Mana Fire a bone arrow that deals 32 Physical damage and causes the target to bleed for 11 damage every 3 seconds with a chance to trigger your Rapid Killing talent. Lasts for 21 sec.    Max 2 charges. 30 second recharge timer. Hunter ranged and melee ability casts have a chance to restore a charge.    Rapid Killing can only trigger this way once every 6 sec."
Rare,"Bone Spear","Teaches you: Bone Spear    Bone Spear 20 yd range 40 Rage Throw a Bone Spear that pierces through armor and resistances, dealing 9 Shadow damage and an additional 10 damage every 3 over 9 seconds."
Rare,"Bone Toss","Teaches you: Bone Toss    Bone Toss 20 yd range 14 sec cooldown 15 Rage Throw a bone that bounces to 2 nearby enemies, dealing 14 Shadow damage. This ability causes high threat."
Rare,"Breath of Sindragosa","Teaches you: Breath of Sindragosa    Breath of Sindragosa 1 min cooldown Targets in a cone in front of the caster take 362 Frost damage every second for 5 seconds.    Castable while moving but reduces your movement speed by 70%."
Rare,"Brilliant Bloodstrike","Requires  Blood Strike (Rank 1)  Teaches you: Brilliant Bloodstrike    Brilliant Bloodstrike Instantly strike the enemy, causing 25% weapon damage as Holystrike plus 8, total damage increased by 12.5% for each of your diseases on the target.  This uses Blood Strike modifiers."
Rare,"Brilliant Slam","Requires  Slam (Rank 1)  Teaches you: Brilliant Slam    Brilliant Slam 15 Rage 1.5 sec cast Slams the opponent with holy force, causing 65% weapon damage plus 6 Holystrike damage.    This uses Slam modifiers."
Rare,"Bulwark","Requires  Shield Block  Teaches you: Bulwark    Bulwark 45 sec cooldown Raise a mighty bulwark for 6 sec, granting 60% block chance and causing you to deal Physical damage to enemies in front of you every second, modified by your shield block value. Movement speed reduced by 25%.  Bulwark's damage scales from Shield Slam modifiers."
Rare,"Burning Execution","Requires  Execute (Rank 1)  Teaches you: Burning Execution    Burning Execution 15 Rage Attempt to finish off a wounded foe, causing 65% of 65 Firestrike damage and converting each extra point of rage into 65% of 2 additional Firestrike damage (up to a maximum cost of 30 rage). Only usable on enemies that have less than 20% health.  This uses Execute modifiers."
Rare,"Burning Slam","Requires  Slam (Rank 1)  Teaches you: Burning Slam    Burning Slam 15 Rage 1.5 sec cast Slams the opponent with fire force, causing 65% weapon damage plus 6 Firestrike damage.    This uses Slam modifiers."
Rare,"Burst of Thorns","Requires  Thorns (Rank 1)  This uses Thorns modifiers.  Teaches you: Burst of Thorns    Burst of Thorns 30 yd range 30 sec cooldown Thorns emerge from your ally's armor for 15 sec, damaging nearby enemies and granting Thornscale when struck.    This ability is usable while shapeshifted.    Thornscale can only occur once every 8 sec, and the damage effect can only occur once every 1 sec.      Thornscale Increases armor by 22 and increases mana regeneration by 2. Lasts 5 sec."
Rare,"Call Fungarians","Requires  Force of Nature  Teaches you: Call Fungarians    Call Fungarians 30 yd range 3 min cooldown 9 Mana Summons 3 Fungarians to assault enemies for 30 sec, emitting a Cloud of Rot that suffocates nearby enemies.    Cannot be used while having an active pet.    This uses Force of Nature modifiers.    Cloud of Rot Inflicts 11 Nature damage to nearby enemies every 2 sec for 30 sec."
Rare,"Carnage Incarnate","Teaches you: Carnage Incarnate    Carnage Incarnate 1.5 min cooldown Encases you in blood and bones. Healing you for 18 and dealing 18 to 27 damage to nearby enemies every second.    Lasts for 5 sec. Duration is doubled in Bear Form.    Damage is split among targets hit."
Rare,"Carnage Rend","Requires  Rend (Rank 1)  Teaches you: Carnage Rend    Carnage Rend 10 Rage Wounds the target causing them to bleed for 9 every 3 over 15 sec.    This uses Rend modifiers."
Rare,"Carrion Swarm","Teaches you: Carrion Swarm    Carrion Swarm 15 yd range 15 sec cooldown 3 Mana Deals 6 Shadow damage to enemies in a cone in front of you and reduces their healing received by 25% for 10 sec.    This ability is usable while shapeshifted."
Rare,"Cat-a-clysm","Teaches you: Cat-a-clysm    Cat-a-clysm 24 sec cooldown 44 Mana Deals 41 Fire damage to 6 enemies within 8 yards, increasing your Fire damage dealt to them by 20% for 10 sec."
Rare,"Cataclysmic Power","This spell belongs to Pyromancer    The damage of Fireball and Incinerate is increased by 2% for each of your Fire periodic effects on the target."
Rare,"Cauterizing Fire","Requires  Fireball (Rank 1)  Teaches you: Cauterizing Fire    Cauterizing Fire 35 yd range 15 Mana 1.5 sec cast Requires  Path of Healing  Hurls a fiery ball that deals 14 to 22 Fire damage and an additional 2 Fire damage over 8 sec to enemies or 21 to 27 Radiant healing and an additional 4 Radiant healing over 8 sec to allies.    This uses Fireball modifiers. Immunity spells prevent this healing, and this effect does not benefit from range-increasing effects."
Rare,"Champion's Spear","Teaches you: Champion's Spear    Champion's Spear 20 yd range 2 min cooldown Throw a spear at the target location, dealing 150% weapon damage and rooting enemies hit for 4 sec, then dealing 50% weapon damage every second for 8 sec."
Rare,"Charred Bite","Requires  Ferocious Bite (Rank 1)  Teaches you: Charred Bite    Charred Bite 35 Energy Finishing move that deals Firestrike damage per combo point and converts each extra point of energy (up to a maximum of 30 extra energy) into 0.7 additional damage:      1 point  : 13-16 damage      2 points: 21-24 damage      3 points: 30-33 damage      4 points: 38-41 damage      5 points: 47-50 damage    This uses Ferocious Bite modifiers."
Rare,"Chosen of Elune","Teaches you: Chosen of Elune    Chosen of Elune 2 min cooldown 33 Mana Requires  Eclipse (Rank 1)    Reduces the cooldown of Starsurge and Eclipse Blast by 60% for 15 sec and activates both Lunar Eclipse and Solar Eclipse.     This does not incur any cooldown on the Eclipse effects."
Rare,"Cinder Rupture","Requires  Rupture (Rank 1)  Teaches you: Cinder Rupture    Cinder Rupture 25 Energy Finishing move that causes Firestrike damage over time. Lasts longer per combo point:     1 point  : 40 Firestrike damage over 8 sec     2 points: 61 Firestrike damage over 10 sec     3 points: 87 Firestrike damage over 12 sec     4 points: 117 Firestrike damage over 14 sec     5 points: 153 Firestrike damage over 16 sec    This uses Rupture modifiers."
Rare,"Cinder Strike","Requires  Sinister Strike (Rank 1)  Teaches you: Cinder Strike    Cinder Strike 45 Energy An instant fire-infused strike that causes 3 Firestrike damage in addition to 65% of your normal weapon damage (55% if a two-handed weapon is equipped). Awards 1 combo point.    This uses Sinister Strike modifiers."
Rare,"Circle of Life","Requires  Halo (Rank 1)  Teaches you: Circle of Life    Circle of Life 1.5 min cooldown 26 Mana Create an empowered Halo, forming a potent ring of Holy energy around you that rapidly expands, healing 10 party and raid members within 30 yards for 141 to 163. Heals with greater effect the closer the target is.     This uses Halo modifiers."
Rare,"Cleric's Light","Requires  Blinding Light  Teaches you: Cleric's Light    Cleric's Light 30 sec cooldown 6 Mana 1 sec cast Emits sanctified light in all directions, healing 5 allies within 30 yards for 42.    Does not heal self."
Rare,"Cold Sever","Requires  Mortal Strike (Rank 1)  Teaches you: Cold Sever    Cold Sever 6 sec cooldown 30 Rage A vicious strike that deals 65% weapon damage as Froststrike plus 36 and wounds the target, reducing the effectiveness of any healing by 50% for 10 sec.  This uses Mortal Strike modifiers. Does not stack with other similar effects."
Rare,"Compound Shot","Requires  Aimed Shot (Rank 1)  Teaches you: Compound Shot    Compound Shot 35 yd range 6 sec cooldown 70 Energy 2 sec cast Finishing move that reduces healing done to that target by 40% for 6 seconds and deals ranged weapon damage:     1 point  : 115% weapon damage plus 31     2 points: 155% weapon damage plus 35     3 points: 195% weapon damage plus 39     4 points: 235% weapon damage plus 43     5 points: 275% weapon damage plus 47    This ability can be recast within 6 seconds to fire a Combo Shot.      Combo Shot 60 Energy Combo Shot harnesses the damage dealt by your Compound Shot to pierce through enemies causing them to bleed over 15 seconds.  This uses Aimed Shot modifiers."
Rare,"Conduit","Requires  Lightning Shield (Rank 1)  Teaches you: Conduit    Conduit 1 min cooldown 40 Mana Consume your Lightning Shield to create a charged zone around you, dealing 13 Nature damage every 1 sec. Lasts 2 sec plus one second for every Lightning Shield charge consumed.    This uses Lightning Shield modifiers. Usable in Bear Form. This does not trigger any other effects."
Rare,"Consecrated Weapon","Teaches you: Consecrated Weapon    Consecrated Weapon 4 Mana Imbue your weapon with holy, increasing Holy Spell power by 11 and your attack power by 19 Each auto attack and melee ability causes 5.3 to 16.4 additional Holy damage, based on the speed of the weapon. Slower weapons cause more Holy damage per swing. This effect lasts for 1 hour."
Rare,"Controlled Blast","Requires  Blast Wave (Rank 1)  Teaches you: Controlled Blast    Controlled Blast 20 sec cooldown 5 Mana A wave of flame radiates outward from the caster, damaging all enemies caught within the blast for 177 to 214 Fire damage and dazing them for 10 sec.    This uses Blast Wave modifiers."
Rare,"Cremation","Requires  Combustion  Teaches you: Cremation    Cremation 35 yd range 1 min cooldown 16 Mana Consumes Fireball, Pyroblast, Living Bomb, or Searing Brand, dealing seven times the total remaining periodic damage and an additional 35 to 37 Fire damage over 10 seconds.    Can only consume the spells specified above."
Rare,"Crusade Against all Evil","Teaches you: Crusade Against all Evil    Crusade Against all Evil 45 sec cooldown 36 Mana Force the ground to shatter in holy energy in a line in front of you, dealing 2 Holy damage every 1 sec for 4 sec.    Applies Sunder Armor to all targets hit.      Sunder Armor Sunders the target's armor, reducing it by 4%. Stacks up to 5 times and lasts for 30 sec. Does not stack with other similar effects."
Rare,"Crusader's Hammer","Requires  Hammer of Justice  Teaches you: Crusader's Hammer    Crusader's Hammer 1 min cooldown 50 Mana 2 sec cast Slams the ground with a holy hammer, stunning all enemies within 20 yards for 4 sec.  Uses Hammer of Justice modifiers."
Rare,"Curse of the Swamp Witch","Requires  Curse of Exhaustion  Teaches you: Curse of the Swamp Witch    Curse of the Swamp Witch 30 yd range 5 sec cooldown 4 Mana Deals 117 Plague damage every 2 sec and slows the target's movement speed by 35% for 10 sec.  This uses Curse of Exhaustion modifiers."
Rare,"Dark Domination","Requires  Fel Domination  Teaches you: Dark Domination    Dark Domination 100 yd range 2 min cooldown Increases the damage of your Demon Pet by 30% and Wild Imps by 15% and causes them to regenerate 100 mana and 100 health every 2 seconds for 15 sec.    This uses Fel Domination modifiers."
Rare,"Dark Iron Land Mine","Teaches you: Dark Iron Land Mine    Dark Iron Land Mine 6 sec cooldown 9 Mana 1 sec cast Places a Dark Iron Land Mine on the ground. The next hostile creature to pass near the mine causes it to explode. Mines are unstable and only last 30 sec.       Detonation Deals 59 to 66 Fire damage to nearby enemies, and knocks them up."
Rare,"Dark Transfusion","Requires  Holy Nova (Rank 1)  Teaches you: Dark Transfusion    Dark Transfusion 16 Mana Requires  Path of Healing  Restores 10 energy and awards 1 combo point if an enemy is within 30 yards.    Causes an explosion of holy light, dealing 34 Holy damage to enemies within 10 yards and healing up to 6 allies within 30 yards for 68.    Max 3 charges. 10 second recharge timer.    This uses Holy Nova modifiers."
Rare,"Dawn Counter","Requires  Counterattack (Rank 1)  Teaches you: Dawn Counter    Dawn Counter 5 sec cooldown 2 Mana A strike that becomes active after parrying an opponent's attack. This attack deals 32 Holystrike damage and immobilizes the target for 5 sec.  This uses Counterattack modifiers. Dawn Counter cannot be blocked, dodged, or parried."
Rare,"Dawn Mangle","Requires  Mangle (Rank 1)  Teaches you: Dawn Mangle    Dawn Mangle Mangle the target, inflicting Holystrike damage and causing the target to take 30% additional damage from bleeds for 1 min.   Does not stack with other similar effects.  This ability can be used in Cat Form or Dire Bear Form. This uses Mangle modifiers."
Rare,"Dawn Rake","Requires  Rake (Rank 1)  Teaches you: Dawn Rake    Dawn Rake 40 Energy Rake the target for 7 Holystrike damage and an additional 65 Holystrike damage over 9 sec. Awards 1 combo point.    This uses Rake modifiers."
Rare,"Dawn Revenge","Requires  Revenge (Rank 1)  Teaches you: Dawn Revenge    Dawn Revenge 5 sec cooldown 5 Rage Instantly counterattack an enemy for 58 to 70 Holystrike damage. Righteous Vengeance is only usable after the warrior blocks, dodges or parries an attack.  This uses Revenge modifiers."
Rare,"Dawn Rupture","Requires  Rupture (Rank 1)  Teaches you: Dawn Rupture    Dawn Rupture 25 Energy Finishing move that causes Holystrike damage over time. Lasts longer per combo point:     1 point  : 40 Holystrike damage over 8 sec     2 points: 61 Holystrike damage over 10 sec     3 points: 87 Holystrike damage over 12 sec     4 points: 117 Holystrike damage over 14 sec     5 points: 153 Holystrike damage over 16 sec    This uses Rupture modifiers."
Rare,"Dawn Sever","Requires  Mortal Strike (Rank 1)  Teaches you: Dawn Sever    Dawn Sever 6 sec cooldown 30 Rage A vicious strike that deals 65% weapon damage as Holystrike plus 36 and wounds the target, reducing the effectiveness of any healing by 50% for 10 sec.  This uses Mortal Strike modifiers. Does not stack with other similar effects."
Rare,"Dawn Smash","Requires  Thunder Clap (Rank 1)  Teaches you: Dawn Smash    Dawn Smash 6 sec cooldown 20 Rage Blasts nearby enemies dealing 10 Holystrike damage and increasing the time between their attacks by 10% for 10 sec. This ability causes additional threat.    This uses Thunder Clap modifiers."
Rare,"Dawn Spike","Requires  Hemorrhage (Rank 1)  Teaches you: Dawn Spike    Dawn Spike 35 Energy An instant strike that deals 65% weapon damage as Holystrike and applies Hemorrhage, increasing Physical damage taken by up to 9. Lasts 10 charges or 15 sec. Awards 1 combo point.  Deals 114% weapon damage as Holystrike if a dagger is equipped and 55% if a two-hander is equipped.  This uses Hemorrhage modifiers."
Rare,"Dawn Spree","Requires  Killing Spree  Teaches you: Dawn Spree    Dawn Spree 10 yd range 2 min cooldown Step through the shadows from enemy to enemy within 10 yards, attacking an enemy for 85% weapon damage as Holystrike every 0.5 sec with both weapons until 5 assaults are made. Can hit the same target multiple times. Cannot hit invisible or stealthed targets.  This uses Killing Spree modifiers."
Rare,"Dawn Strike","Requires  Sinister Strike (Rank 1)  Teaches you: Dawn Strike    Dawn Strike 45 Energy An instant holy-infused strike that causes 3 Holystrike damage in addition to 65% of your normal weapon damage (55% if a two-handed weapon is equipped). Awards 1 combo point.    This uses Sinister Strike modifiers."
Rare,"Dawnchaser","Requires  Overpower  Teaches you: Dawnchaser    Dawnchaser 5 sec cooldown 5 Rage Instantly strike the enemy, causing 65% weapon damage as Holystrike damage. Only usable after the target dodges. Dawnchaser cannot be blocked, dodged, or parried.    This uses Overpower modifiers."
Rare,"Dawnfang Bite","Requires  Ferocious Bite (Rank 1)  Teaches you: Dawnfang Bite    Dawnfang Bite 35 Energy Finishing move that deals Holy damage per combo point and converts each extra point of energy (up to a maximum of 30 extra energy) into 0.7 additional damage:      1 point  : 13-16 damage      2 points: 21-24 damage      3 points: 30-33 damage      4 points: 38-41 damage      5 points: 47-50 damage    This uses Ferocious Bite modifiers."
Rare,"Dawning Riposte","Requires  Riposte  Teaches you: Dawning Riposte    Dawning Riposte 6 sec cooldown 10 Energy A strike that becomes active after parrying an opponent's attack. This attack deals 100% weapon damage as Holystrike and slows their melee attack speed by 20% for 30 sec. Awards 1 combo point.  This uses Riposte modifiers."
Rare,"Dawnpierce","Requires  Backstab (Rank 1)  Teaches you: Dawnpierce    Dawnpierce 50 Energy Pierce the target, causing 100% weapon damage as Holystrike plus 7 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.  This uses Backstab modifiers."
Rare,"Dawnreaver","Requires  Crusader Strike  Teaches you: Dawnreaver    Dawnreaver 4 sec cooldown 4 Mana An instant holy strike that causes 50% weapon damage as Holystrike damage.    This uses Crusader Strike modifiers."
Rare,"Dawnripper","Requires  Rip (Rank 1)  Teaches you: Dawnripper    Dawnripper 30 Energy Finishing move that causes Holystrike damage over time.  Damage increases per combo point:     1 point  : 16 Holystrike damage over 12 sec     2 points: 26 Holystrike damage over 12 sec     3 points: 36 Holystrike damage over 12 sec     4 points: 46 Holystrike damage over 12 sec     5 points: 56 Holystrike damage over 12 sec    This uses Rip modifiers."
Rare,"Dawnsinger Shot","Requires  Kill Shot (Rank 1)  Teaches you: Dawnsinger Shot    Dawnsinger Shot 45 yd range 10 sec cooldown 5 Mana You attempt to finish the wounded target off, firing a ranged attack dealing 150% weapon damage plus 48 Holystrike damage. Dawnsinger Shot can only be used on enemies that have 20% or less health.  This uses Kill Shot modifiers."
Rare,"Death Mark","Teaches you: Death Mark    Death Mark 30 yd range 50 sec cooldown Instantly awards 5 combo points that are lost if not used or increased after 20 sec."
Rare,"Death Tap","Teaches you: Death Tap    Death Tap 30 sec cooldown 10 Rage Sacrifice 10% of your maximum health to convert an available Frost, Unholy, or Blood rune into a Death Rune for 15 seconds."
